student_code,snapshot_id,cutoff_date,outcome_date,grado,seccion_codigo,promedio_general,cursos_desaprobados,asistencia_general,frecuencia_acceso_lms,tiempo_interaccion_lms,actividades_realizadas,recursos_consultados,target_desercion,target_label,split,data_mode,dataset_version
EST-0084,EST-0084-T1,2026-07-31,2026-12-15,2,2D,16.15,0,99.5,6.12,14.04,14,11,1,deserta,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0084,EST-0084-T2,2026-09-21,2026-12-15,2,2D,14.63,0,99.5,6.22,11.25,14,10,1,deserta,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0085,EST-0085-T1,2026-07-31,2026-12-15,2,2D,16.0,0,93.55,4.6,13.27,14,7,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0085,EST-0085-T2,2026-09-21,2026-12-15,2,2D,15.13,0,94.2,5.43,11.46,14,8,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0086,EST-0086-T1,2026-07-31,2026-12-15,2,2D,17.32,0,96.66,6.78,13.97,14,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0086,EST-0086-T2,2026-09-21,2026-12-15,2,2D,15.62,0,95.9,6.21,13.4,14,8,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0087,EST-0087-T1,2026-07-31,2026-12-15,2,2D,14.78,0,91.76,7.32,9.0,12,7,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0087,EST-0087-T2,2026-09-21,2026-12-15,2,2D,15.51,0,91.27,6.53,9.2,12,7,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0088,EST-0088-T1,2026-07-31,2026-12-15,2,2D,16.65,0,99.5,4.97,8.99,8,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0088,EST-0088-T2,2026-09-21,2026-12-15,2,2D,17.01,0,99.23,5.82,11.38,10,8,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0089,EST-0089-T1,2026-07-31,2026-12-15,2,2D,17.37,0,99.5,7.4,15.03,13,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0089,EST-0089-T2,2026-09-21,2026-12-15,2,2D,17.0,0,99.5,7.53,15.64,15,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0090,EST-0090-T1,2026-07-31,2026-12-15,2,2D,16.68,0,91.23,5.58,10.7,14,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0090,EST-0090-T2,2026-09-21,2026-12-15,2,2D,16.28,0,93.98,5.86,12.73,15,8,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0091,EST-0091-T1,2026-07-31,2026-12-15,2,2D,12.4,0,91.58,9.88,14.12,18,8,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0091,EST-0091-T2,2026-09-21,2026-12-15,2,2D,11.86,0,89.95,9.05,17.81,17,10,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0092,EST-0092-T1,2026-07-31,2026-12-15,2,2D,16.23,1,96.72,7.97,17.26,17,14,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0092,EST-0092-T2,2026-09-21,2026-12-15,2,2D,17.15,0,93.0,8.11,14.29,16,13,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0094,EST-0094-T1,2026-07-31,2026-12-15,3,3A,15.41,0,95.01,10.83,16.86,14,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0094,EST-0094-T2,2026-09-21,2026-12-15,3,3A,14.82,0,92.66,9.68,16.04,16,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0095,EST-0095-T1,2026-07-31,2026-12-15,3,3A,12.91,0,83.97,9.19,13.52,14,12,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0095,EST-0095-T2,2026-09-21,2026-12-15,3,3A,12.75,0,83.85,7.69,16.71,14,12,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0096,EST-0096-T1,2026-07-31,2026-12-15,3,3A,13.15,0,94.72,7.83,19.05,19,13,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0096,EST-0096-T2,2026-09-21,2026-12-15,3,3A,13.96,0,95.41,9.2,18.75,19,13,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0097,EST-0097-T1,2026-07-31,2026-12-15,3,3A,15.79,0,94.13,5.89,8.21,13,8,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0097,EST-0097-T2,2026-09-21,2026-12-15,3,3A,13.51,0,91.73,4.83,8.01,9,8,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0098,EST-0098-T1,2026-07-31,2026-12-15,3,3A,17.35,0,90.36,5.9,12.3,10,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0098,EST-0098-T2,2026-09-21,2026-12-15,3,3A,16.15,0,89.19,6.14,9.39,12,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0099,EST-0099-T1,2026-07-31,2026-12-15,3,3A,16.67,0,95.88,9.92,21.57,19,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0099,EST-0099-T2,2026-09-21,2026-12-15,3,3A,16.18,0,95.29,10.62,20.23,19,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0100,EST-0100-T1,2026-07-31,2026-12-15,3,3A,14.22,0,94.58,6.02,15.81,13,10,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0100,EST-0100-T2,2026-09-21,2026-12-15,3,3A,14.24,0,95.75,6.55,12.37,11,11,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0101,EST-0101-T1,2026-07-31,2026-12-15,3,3A,18.03,0,91.47,9.2,17.33,13,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0101,EST-0101-T2,2026-09-21,2026-12-15,3,3A,17.35,0,92.9,8.06,15.88,14,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0102,EST-0102-T1,2026-07-31,2026-12-15,3,3A,15.31,0,92.8,8.88,21.95,15,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0102,EST-0102-T2,2026-09-21,2026-12-15,3,3A,15.49,0,93.8,9.05,17.38,14,15,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0103,EST-0103-T1,2026-07-31,2026-12-15,3,3A,16.2,0,83.05,7.64,18.61,14,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0103,EST-0103-T2,2026-09-21,2026-12-15,3,3A,16.74,0,82.48,8.59,15.38,13,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0105,EST-0105-T1,2026-07-31,2026-12-15,3,3B,16.25,0,91.29,9.48,19.79,16,15,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0105,EST-0105-T2,2026-09-21,2026-12-15,3,3B,15.45,0,92.12,9.18,17.92,16,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0106,EST-0106-T1,2026-07-31,2026-12-15,3,3B,16.04,0,91.74,8.97,18.16,15,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0106,EST-0106-T2,2026-09-21,2026-12-15,3,3B,16.22,0,91.52,9.37,17.74,15,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0107,EST-0107-T1,2026-07-31,2026-12-15,3,3B,15.39,0,92.87,6.53,13.51,12,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0107,EST-0107-T2,2026-09-21,2026-12-15,3,3B,15.88,0,94.64,6.59,14.92,14,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0108,EST-0108-T1,2026-07-31,2026-12-15,3,3B,18.04,0,97.1,7.68,19.06,15,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0108,EST-0108-T2,2026-09-21,2026-12-15,3,3B,17.89,0,93.36,7.21,15.08,15,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0109,EST-0109-T1,2026-07-31,2026-12-15,3,3B,11.25,0,96.96,5.61,12.66,13,11,1,deserta,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0109,EST-0109-T2,2026-09-21,2026-12-15,3,3B,11.34,0,93.39,7.1,10.56,11,10,1,deserta,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0110,EST-0110-T1,2026-07-31,2026-12-15,3,3B,16.26,0,95.26,8.03,12.29,17,13,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0110,EST-0110-T2,2026-09-21,2026-12-15,3,3B,16.67,0,92.55,7.82,14.13,16,10,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0111,EST-0111-T1,2026-07-31,2026-12-15,3,3B,14.81,0,92.86,7.67,22.13,14,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0111,EST-0111-T2,2026-09-21,2026-12-15,3,3B,15.68,0,92.62,7.52,18.42,16,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0112,EST-0112-T1,2026-07-31,2026-12-15,3,3B,17.76,0,98.69,6.07,14.51,15,11,1,deserta,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0112,EST-0112-T2,2026-09-21,2026-12-15,3,3B,15.91,0,98.01,6.56,14.31,15,12,1,deserta,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0113,EST-0113-T1,2026-07-31,2026-12-15,3,3B,14.3,0,90.52,4.63,10.85,12,9,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0113,EST-0113-T2,2026-09-21,2026-12-15,3,3B,13.77,0,88.29,6.08,9.98,13,9,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0114,EST-0114-T1,2026-07-31,2026-12-15,3,3B,15.94,0,83.71,7.9,15.69,18,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0114,EST-0114-T2,2026-09-21,2026-12-15,3,3B,15.42,0,83.01,8.66,14.54,15,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0116,EST-0116-T1,2026-07-31,2026-12-15,3,3B,15.91,0,86.62,6.83,15.52,17,10,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0116,EST-0116-T2,2026-09-21,2026-12-15,3,3B,15.07,0,85.67,7.07,13.41,15,11,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0117,EST-0117-T1,2026-07-31,2026-12-15,3,3C,17.49,0,99.5,11.45,22.21,19,15,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0117,EST-0117-T2,2026-09-21,2026-12-15,3,3C,15.94,0,99.23,10.3,19.7,19,15,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0118,EST-0118-T1,2026-07-31,2026-12-15,3,3C,16.92,0,93.83,9.33,17.13,18,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0118,EST-0118-T2,2026-09-21,2026-12-15,3,3C,16.56,0,95.84,10.17,19.72,18,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0119,EST-0119-T1,2026-07-31,2026-12-15,3,3C,15.97,0,96.22,8.72,14.23,13,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0119,EST-0119-T2,2026-09-21,2026-12-15,3,3C,15.2,0,97.32,8.85,16.02,13,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0120,EST-0120-T1,2026-07-31,2026-12-15,3,3C,13.61,0,97.25,8.54,16.56,17,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0120,EST-0120-T2,2026-09-21,2026-12-15,3,3C,12.86,0,97.9,9.19,16.65,17,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0121,EST-0121-T1,2026-07-31,2026-12-15,3,3C,14.51,0,97.62,10.29,16.77,16,15,1,deserta,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0121,EST-0121-T2,2026-09-21,2026-12-15,3,3C,13.34,0,95.23,9.86,17.28,17,15,1,deserta,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0122,EST-0122-T1,2026-07-31,2026-12-15,3,3C,14.29,0,98.16,10.59,13.88,14,13,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0122,EST-0122-T2,2026-09-21,2026-12-15,3,3C,13.36,0,92.01,8.93,15.67,14,12,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0123,EST-0123-T1,2026-07-31,2026-12-15,3,3C,15.17,0,90.55,6.71,11.51,18,9,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0123,EST-0123-T2,2026-09-21,2026-12-15,3,3C,14.19,0,87.16,7.24,13.18,15,10,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0124,EST-0124-T1,2026-07-31,2026-12-15,3,3C,16.31,0,99.5,7.75,14.23,18,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0124,EST-0124-T2,2026-09-21,2026-12-15,3,3C,15.95,0,96.32,7.59,15.42,16,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0125,EST-0125-T1,2026-07-31,2026-12-15,3,3C,14.97,0,89.6,9.26,14.34,13,12,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0125,EST-0125-T2,2026-09-21,2026-12-15,3,3C,15.14,0,93.35,7.98,11.56,13,12,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0127,EST-0127-T1,2026-07-31,2026-12-15,3,3C,14.24,0,88.97,10.7,15.82,12,8,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0127,EST-0127-T2,2026-09-21,2026-12-15,3,3C,14.41,0,89.53,7.91,16.12,15,10,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0128,EST-0128-T1,2026-07-31,2026-12-15,3,3D,17.38,0,93.54,6.87,17.92,17,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0128,EST-0128-T2,2026-09-21,2026-12-15,3,3D,16.99,0,97.14,7.55,17.19,16,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0129,EST-0129-T1,2026-07-31,2026-12-15,3,3D,12.09,0,88.7,9.57,16.31,14,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0129,EST-0129-T2,2026-09-21,2026-12-15,3,3D,11.46,1,87.46,9.83,18.25,15,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0130,EST-0130-T1,2026-07-31,2026-12-15,3,3D,17.19,0,94.37,8.01,9.86,14,8,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0130,EST-0130-T2,2026-09-21,2026-12-15,3,3D,17.28,0,91.43,7.45,12.98,14,8,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0131,EST-0131-T1,2026-07-31,2026-12-15,3,3D,17.38,0,88.59,8.54,14.92,10,16,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0131,EST-0131-T2,2026-09-21,2026-12-15,3,3D,16.92,0,88.01,7.08,14.29,12,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0132,EST-0132-T1,2026-07-31,2026-12-15,3,3D,13.94,0,79.69,5.47,13.68,14,11,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0132,EST-0132-T2,2026-09-21,2026-12-15,3,3D,14.12,0,76.85,6.25,12.52,13,10,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0133,EST-0133-T1,2026-07-31,2026-12-15,3,3D,16.04,0,86.87,8.62,18.17,15,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0133,EST-0133-T2,2026-09-21,2026-12-15,3,3D,15.46,0,86.99,9.16,17.2,16,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0134,EST-0134-T1,2026-07-31,2026-12-15,3,3D,13.62,0,93.12,5.06,5.79,8,6,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0134,EST-0134-T2,2026-09-21,2026-12-15,3,3D,13.47,0,89.4,3.68,6.4,9,5,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0135,EST-0135-T1,2026-07-31,2026-12-15,3,3D,15.9,1,92.58,9.94,16.91,16,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0135,EST-0135-T2,2026-09-21,2026-12-15,3,3D,15.99,0,91.67,7.6,13.61,15,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0136,EST-0136-T1,2026-07-31,2026-12-15,3,3D,15.48,0,91.51,7.89,20.45,14,11,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0136,EST-0136-T2,2026-09-21,2026-12-15,3,3D,14.78,0,91.57,8.21,17.78,14,11,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0138,EST-0138-T1,2026-07-31,2026-12-15,3,3D,13.92,0,93.79,7.07,17.65,16,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0138,EST-0138-T2,2026-09-21,2026-12-15,3,3D,13.2,0,91.92,7.79,17.15,17,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0139,EST-0139-T1,2026-07-31,2026-12-15,4,4A,14.17,0,92.74,8.82,20.29,20,9,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0139,EST-0139-T2,2026-09-21,2026-12-15,4,4A,14.12,0,94.93,7.99,15.16,16,10,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0140,EST-0140-T1,2026-07-31,2026-12-15,4,4A,14.56,0,93.84,6.58,14.14,15,8,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0140,EST-0140-T2,2026-09-21,2026-12-15,4,4A,15.79,0,96.79,7.27,13.09,16,9,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0141,EST-0141-T1,2026-07-31,2026-12-15,4,4A,17.69,0,96.7,5.87,17.22,18,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0141,EST-0141-T2,2026-09-21,2026-12-15,4,4A,17.68,0,98.8,6.39,13.28,15,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0142,EST-0142-T1,2026-07-31,2026-12-15,4,4A,15.7,0,91.88,8.14,17.58,14,12,1,deserta,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0142,EST-0142-T2,2026-09-21,2026-12-15,4,4A,14.48,0,92.79,8.37,16.26,15,13,1,deserta,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0143,EST-0143-T1,2026-07-31,2026-12-15,4,4A,15.24,0,98.16,9.76,22.46,19,15,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0143,EST-0143-T2,2026-09-21,2026-12-15,4,4A,14.63,0,99.5,10.19,20.75,16,15,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0144,EST-0144-T1,2026-07-31,2026-12-15,4,4A,14.29,0,96.85,6.8,12.01,17,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0144,EST-0144-T2,2026-09-21,2026-12-15,4,4A,13.59,0,92.74,6.27,13.2,15,10,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0145,EST-0145-T1,2026-07-31,2026-12-15,4,4A,13.68,0,91.69,8.37,19.9,17,11,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0145,EST-0145-T2,2026-09-21,2026-12-15,4,4A,14.08,0,90.77,8.75,19.79,15,13,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0146,EST-0146-T1,2026-07-31,2026-12-15,4,4A,17.41,0,95.17,8.55,12.48,12,9,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0146,EST-0146-T2,2026-09-21,2026-12-15,4,4A,17.48,0,96.41,7.7,12.6,13,10,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0147,EST-0147-T1,2026-07-31,2026-12-15,4,4A,16.82,0,91.08,6.7,12.69,13,11,1,deserta,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0147,EST-0147-T2,2026-09-21,2026-12-15,4,4A,16.59,0,86.01,7.04,13.3,14,9,1,deserta,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0149,EST-0149-T1,2026-07-31,2026-12-15,4,4A,15.03,0,96.89,9.89,18.21,20,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0149,EST-0149-T2,2026-09-21,2026-12-15,4,4A,14.62,0,93.57,10.11,20.83,19,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0150,EST-0150-T1,2026-07-31,2026-12-15,4,4A,15.77,0,90.28,6.64,12.96,14,9,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0150,EST-0150-T2,2026-09-21,2026-12-15,4,4A,14.81,0,91.25,6.75,12.43,13,9,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0151,EST-0151-T1,2026-07-31,2026-12-15,4,4B,18.5,0,93.4,9.11,23.57,18,16,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0151,EST-0151-T2,2026-09-21,2026-12-15,4,4B,17.86,0,91.71,9.87,21.19,16,15,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0152,EST-0152-T1,2026-07-31,2026-12-15,4,4B,16.3,0,95.04,10.26,17.61,18,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0152,EST-0152-T2,2026-09-21,2026-12-15,4,4B,16.39,0,94.73,9.68,17.51,16,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0153,EST-0153-T1,2026-07-31,2026-12-15,4,4B,16.75,0,98.91,7.95,14.68,14,14,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0153,EST-0153-T2,2026-09-21,2026-12-15,4,4B,16.68,0,99.5,8.01,14.23,13,13,0,permanece,validation,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0154,EST-0154-T1,2026-07-31,2026-12-15,4,4B,15.73,0,98.95,9.11,19.57,16,13,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0154,EST-0154-T2,2026-09-21,2026-12-15,4,4B,16.11,0,97.51,8.89,19.21,16,12,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0155,EST-0155-T1,2026-07-31,2026-12-15,4,4B,13.33,0,87.31,11.83,15.01,19,15,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0155,EST-0155-T2,2026-09-21,2026-12-15,4,4B,12.84,0,88.23,10.46,19.2,18,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0156,EST-0156-T1,2026-07-31,2026-12-15,4,4B,16.81,0,94.44,11.46,19.39,17,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0156,EST-0156-T2,2026-09-21,2026-12-15,4,4B,16.08,0,93.79,10.72,21.31,19,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0157,EST-0157-T1,2026-07-31,2026-12-15,4,4B,15.92,0,99.5,8.13,13.8,15,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0157,EST-0157-T2,2026-09-21,2026-12-15,4,4B,16.57,0,99.5,6.78,14.17,14,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0158,EST-0158-T1,2026-07-31,2026-12-15,4,4B,17.27,0,90.37,8.29,16.03,19,14,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0158,EST-0158-T2,2026-09-21,2026-12-15,4,4B,17.44,0,93.02,8.33,15.78,17,14,0,permanece,holdout,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0160,EST-0160-T1,2026-07-31,2026-12-15,4,4B,12.14,0,96.77,9.07,15.36,21,14,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0160,EST-0160-T2,2026-09-21,2026-12-15,4,4B,12.04,0,92.87,8.45,14.94,17,13,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0161,EST-0161-T1,2026-07-31,2026-12-15,4,4B,17.45,0,91.76,8.21,15.36,11,11,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0161,EST-0161-T2,2026-09-21,2026-12-15,4,4B,16.5,0,91.07,6.58,13.74,12,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0162,EST-0162-T1,2026-07-31,2026-12-15,4,4B,12.77,0,90.45,5.97,9.11,10,8,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0162,EST-0162-T2,2026-09-21,2026-12-15,4,4B,10.85,1,87.71,4.31,9.66,9,7,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0163,EST-0163-T1,2026-07-31,2026-12-15,4,4C,16.0,0,97.87,8.3,19.46,15,11,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0163,EST-0163-T2,2026-09-21,2026-12-15,4,4C,15.18,0,96.48,6.83,14.85,15,11,1,deserta,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0164,EST-0164-T1,2026-07-31,2026-12-15,4,4C,16.04,0,87.08,8.31,13.24,15,9,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
EST-0164,EST-0164-T2,2026-09-21,2026-12-15,4,4C,16.4,0,88.47,7.55,10.72,15,12,0,permanece,train,synthetic_scientific,BLENKIR_V6_SYNTH_20260924
